[463.84s] Transitioned to State/Clip: PET_IDLE_7 | NormalizedTime: 7.15
[473.84s] Transitioned to State/Clip: PET_IDLE_8 | NormalizedTime: 8.25
[483.88s] Transitioned to State/Clip: PET_IDLE | NormalizedTime: 9.92
[503.88s] Transitioned to State/Clip: PET_IDLE_UPDATE2_01 | NormalizedTime: 13.11
[513.86s] Transitioned to State/Clip: PET_IDLE_UPDATE2_02 | NormalizedTime: 13.73
[523.86s] Transitioned to State/Clip: PET_IDLE_UPDATE2_03 | NormalizedTime: 14.49
[533.88s] Transitioned to State/Clip: PET_IDLE_UPDATE2_04 | NormalizedTime: 15.36
[543.90s] Transitioned to State/Clip: PET_IDLE_2 | NormalizedTime: 16.19
[553.93s] Transitioned to State/Clip: PET_IDLE_14 | NormalizedTime: 16.95
[563.93s] Transitioned to State/Clip: PET_IDLE_4 | NormalizedTime: 17.86
[570.58s] Transitioned to State/Clip: BIG_SCREEN_01 | NormalizedTime: 0.02
[571.66s] Transitioned to State/Clip: SCREEN_SAVER_04 | NormalizedTime: 0.06
[587.38s] Transitioned to State/Clip: SCREEN_SAVER_01 | NormalizedTime: 0.08
[596.58s] Transitioned to State/Clip: SCREEN_SAVER_02 | NormalizedTime: 0.27
[599.23s] Transitioned to State/Clip: SCREEN_SAVER_03 | NormalizedTime: 0.08
[610.23s] Transitioned to State/Clip: SCREEN_SAVER_04 | NormalizedTime: 0.12
[624.94s] Transitioned to State/Clip: SCREEN_SAVER_01 | NormalizedTime: 0.08
[634.14s] Transitioned to State/Clip: SCREEN_SAVER_02 | NormalizedTime: 0.27
[636.79s] Transitioned to State/Clip: SCREEN_SAVER_03 | NormalizedTime: 0.08
[647.80s] Transitioned to State/Clip: SCREEN_SAVER_04 | NormalizedTime: 0.12
[662.51s] Transitioned to State/Clip: SCREEN_SAVER_01 | NormalizedTime: 0.08
[671.70s] Transitioned to State/Clip: SCREEN_SAVER_02 | NormalizedTime: 0.27
[674.35s] Transitioned to State/Clip: SCREEN_SAVER_03 | NormalizedTime: 0.08
[685.35s] Transitioned to State/Clip: SCREEN_SAVER_04 | NormalizedTime: 0.12
[700.06s] Transitioned to State/Clip: SCREEN_SAVER_01 | NormalizedTime: 0.08
[709.27s] Transitioned to State/Clip: SCREEN_SAVER_02 | NormalizedTime: 0.27
[711.92s] Transitioned to State/Clip: SCREEN_SAVER_03 | NormalizedTime: 0.08
[722.92s] Transitioned to State/Clip: SCREEN_SAVER_04 | NormalizedTime: 0.12
[737.64s] Transitioned to State/Clip: SCREEN_SAVER_01 | NormalizedTime: 0.08
[746.82s] Transitioned to State/Clip: SCREEN_SAVER_02 | NormalizedTime: 0.27
